id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,trip_distance_miles,average_speed_mph,pickup_hour
id3412359,1,2016-03-10 15:44:55,2016-03-10 16:24:53,1,-73.94524383544923,40.6380615234375,-73.94728088378906,40.65662384033203,N,2398,1.29,1.93,15
id0794519,2,2016-06-23 13:48:58,2016-06-23 14:01:22,1,-73.97837829589844,40.75398635864258,-73.98136138916014,40.75764846801758,N,744,0.3,1.44,13
id1388035,2,2016-03-04 00:43:02,2016-03-04 00:56:45,6,-73.99658966064453,40.721050262451165,-73.98896789550781,40.7227897644043,N,823,0.42,1.82,0
id2541619,2,2016-04-27 19:50:55,2016-04-27 20:05:54,6,-73.98218536376953,40.76293182373047,-73.97846221923827,40.756866455078125,N,899,0.46,1.85,19
id0104922,1,2016-06-26 18:33:31,2016-06-26 18:59:33,1,-73.97842407226561,40.76059722900391,-73.98979949951173,40.751861572265625,N,1562,0.85,1.95,18
id3051718,2,2016-04-21 13:26:42,2016-04-21 13:46:45,1,-73.98377990722656,40.74340057373047,-73.99127960205078,40.74900817871094,N,1203,0.55,1.65,13
id0925696,2,2016-05-01 08:03:20,2016-05-01 08:27:34,1,-73.97061920166014,40.75217819213867,-73.98367309570312,40.74790954589844,N,1454,0.74,1.84,8
id1137238,2,2016-01-24 21:36:12,2016-01-24 21:41:23,1,-73.97830963134764,40.76485061645508,-73.97888946533203,40.76272201538086,N,311,0.15,1.74,21
id0938390,2,2016-03-07 20:43:13,2016-03-07 21:16:46,6,-74.01516723632812,40.71483612060546,-74.00526428222656,40.720821380615234,N,2013,0.66,1.19,20
id0639654,2,2016-06-01 18:53:46,2016-06-01 19:16:12,1,-73.97667694091797,40.75961685180664,-73.98668670654298,40.75599670410156,N,1346,0.58,1.55,18
id2446670,1,2016-02-18 09:06:47,2016-02-18 09:40:50,1,-73.9781723022461,40.75227355957031,-73.96974182128906,40.75766754150391,N,2043,0.58,1.02,9
id2308672,1,2016-03-12 17:32:38,2016-03-12 17:45:00,1,-73.97843933105469,40.76148223876953,-73.98468780517578,40.76329040527344,N,742,0.35,1.7,17
id0286055,1,2016-01-17 22:58:43,2016-01-17 23:03:18,2,-73.98416900634764,40.76262283325195,-73.9832992553711,40.764347076416016,N,275,0.13,1.67,22
id2383185,1,2016-02-12 23:48:27,2016-02-13 00:22:31,1,-73.99813079833984,40.76417922973633,-73.98857116699219,40.778133392333984,N,2044,1.09,1.91,23
id3484820,2,2016-05-02 16:19:06,2016-05-02 16:27:33,5,-73.98157501220702,40.7556266784668,-73.98625183105469,40.7549285888672,N,507,0.25,1.77,16
id3495401,1,2016-01-08 22:07:54,2016-01-08 22:20:32,1,-73.95321655273438,40.80849838256836,-73.94622039794923,40.8072509765625,N,758,0.38,1.79,22
id2187867,1,2016-01-19 09:46:20,2016-01-19 10:05:31,1,-74.0052490234375,40.718746185302734,-74.00457000732422,40.71158218383789,N,1151,0.5,1.55,9
id1635129,2,2016-03-24 10:02:36,2016-03-24 10:17:30,6,-73.96933746337889,40.760719299316406,-73.97812652587889,40.763160705566406,N,894,0.49,1.97,10
id1151235,2,2016-02-05 21:30:26,2016-02-05 21:45:15,1,-73.99470520019531,40.72594833374024,-73.99590301513672,40.73291015625,N,889,0.49,1.96,21
id1823060,1,2016-01-12 17:12:16,2016-01-12 17:33:59,1,-73.97450256347656,40.763702392578125,-73.98334503173827,40.76465606689453,N,1303,0.47,1.29,17
id2481559,2,2016-06-09 12:04:22,2016-06-09 12:16:28,1,-73.99857330322266,40.73559188842773,-73.99521636962889,40.74055099487305,N,726,0.39,1.91,12
id3699919,2,2016-04-22 09:22:30,2016-04-22 09:36:20,1,-73.96580505371094,40.75886917114258,-73.96856689453125,40.75420379638672,N,830,0.35,1.53,9
id1062561,1,2016-06-24 17:08:24,2016-06-24 17:29:46,1,-73.97896575927734,40.75069808959961,-73.9880599975586,40.74898147583008,N,1282,0.49,1.38,17
id3127430,1,2016-03-16 14:40:39,2016-03-16 15:07:52,1,-73.99454498291014,40.75064468383789,-73.98873901367188,40.76261901855469,N,1633,0.88,1.94,14
id2377600,2,2016-05-06 19:37:53,2016-05-06 20:01:22,2,-73.97229766845702,40.75641632080078,-73.98197174072266,40.756851196289055,N,1409,0.51,1.3,19
id1754656,2,2016-01-20 09:34:57,2016-01-20 09:59:22,2,-74.00879669189453,40.70716094970703,-74.00153350830078,40.71572494506836,N,1465,0.7,1.73,9
id1989615,2,2016-01-25 17:02:26,2016-01-25 17:39:54,1,-73.98007965087889,40.7534637451172,-73.99391174316406,40.74837112426758,N,2248,0.8,1.29,17
id2269532,1,2016-04-18 08:19:24,2016-04-18 08:39:05,1,-73.97000885009764,40.75030517578125,-73.9762191772461,40.757148742675774,N,1181,0.57,1.75,8
id3252040,2,2016-01-06 16:19:57,2016-01-06 16:28:12,2,-74.0145492553711,40.71410751342773,-74.00965118408203,40.71276092529297,N,495,0.27,1.98,16
id2469652,1,2016-03-09 09:13:11,2016-03-09 09:25:30,1,-73.98878479003906,40.7562255859375,-73.99322509765625,40.75233459472656,N,739,0.36,1.73,9
id2136807,1,2016-05-02 11:49:19,2016-05-02 11:59:42,1,-73.99060821533203,40.7512092590332,-73.99243927001953,40.74666595458984,N,623,0.33,1.9,11
id3041635,2,2016-02-22 16:27:14,2016-02-22 16:34:11,5,-73.9625473022461,40.766849517822266,-73.96035766601561,40.76483154296875,N,417,0.18,1.56,16
id1294234,2,2016-05-19 12:27:23,2016-05-19 12:34:27,5,-73.97936248779298,40.75823974609375,-73.98243713378906,40.758331298828125,N,424,0.16,1.37,12
id1507875,2,2016-06-16 21:15:46,2016-06-16 21:41:52,6,-73.94976043701173,40.72410583496094,-73.93699645996092,40.72223663330078,N,1566,0.68,1.56,21
id2581953,2,2016-02-23 13:31:24,2016-02-23 13:41:32,1,-73.97483825683594,40.74746322631836,-73.97906494140625,40.74607849121094,N,608,0.24,1.43,13
id1946799,1,2016-01-20 20:56:00,2016-01-20 21:02:04,2,-73.95326232910156,40.77566146850586,-73.95545959472656,40.775257110595696,Y,364,0.12,1.17,20
id2546961,1,2016-01-25 10:37:29,2016-01-25 11:20:45,3,-73.9725570678711,40.745147705078125,-73.97861480712889,40.75827026367188,N,2596,0.96,1.33,10
id3069891,1,2016-04-23 19:41:59,2016-04-23 19:52:16,1,-74.00684356689453,40.718608856201165,-74.0050277709961,40.72177505493164,N,617,0.24,1.39,19
id3573999,2,2016-03-11 19:45:44,2016-03-11 19:49:40,1,-73.99768829345702,40.7168083190918,-73.99739837646483,40.715190887451165,N,236,0.11,1.72,19
id2414993,1,2016-03-02 09:53:02,2016-03-02 10:19:10,1,-73.99334716796875,40.749732971191406,-73.98097991943358,40.753204345703125,N,1568,0.69,1.58,9
id1198679,2,2016-06-26 21:56:56,2016-06-26 22:59:56,1,-73.9715347290039,40.79772186279297,-73.95167541503906,40.7778205871582,N,3780,1.72,1.64,21
id0152991,2,2016-06-22 09:57:59,2016-06-22 10:15:49,3,-73.99423217773438,40.7515106201172,-73.98731994628906,40.74480438232422,N,1070,0.59,1.98,9
id2575535,1,2016-02-13 21:38:26,2016-02-13 21:50:18,3,-73.98453521728516,40.76197052001953,-73.98973846435547,40.75895690917969,N,712,0.34,1.73,21
id3634326,1,2016-03-14 16:01:04,2016-03-14 16:07:30,1,-73.81441497802734,40.50629425048828,-73.81491088867188,40.50859832763672,N,386,0.16,1.5,16
id0228021,2,2016-05-08 13:00:19,2016-05-08 13:13:47,1,-73.98683166503906,40.73945999145508,-73.9859619140625,40.744998931884766,N,808,0.39,1.72,13
id0871663,1,2016-04-15 11:58:06,2016-04-15 12:06:07,1,-73.79363250732422,40.65751266479492,-73.97445678710938,40.7607650756836,N,481,11.86,88.74,11
id0335848,2,2016-02-16 19:06:56,2016-02-16 19:15:20,2,-73.98300170898438,40.75521087646485,-73.98495483398438,40.75772857666016,N,504,0.2,1.44,19
id1490857,1,2016-05-27 08:50:42,2016-05-27 09:28:41,1,-73.97900390625,40.76222610473633,-73.98857879638672,40.74851989746094,N,2279,1.07,1.69,8
id0262277,2,2016-02-22 09:54:35,2016-02-22 10:13:10,4,-73.97001647949219,40.752979278564446,-73.98126220703125,40.75537872314453,N,1115,0.61,1.97,9
id0593847,2,2016-01-11 17:53:02,2016-01-11 18:07:29,2,-73.97728729248048,40.76377868652344,-73.98367309570312,40.767139434814446,N,867,0.41,1.69,17
id1007475,2,2016-06-03 19:29:10,2016-06-03 19:43:21,1,-73.99273681640625,40.75431823730469,-73.98805236816406,40.75934982299805,N,851,0.43,1.8,19
id3944952,1,2016-05-21 14:44:38,2016-05-21 15:04:14,1,-73.99110412597656,40.72444915771485,-73.99144744873048,40.72966766357422,N,1176,0.36,1.11,14
id3545268,1,2016-04-03 00:34:26,2016-04-03 01:04:01,2,-73.98027038574217,40.75966262817384,-73.99614715576173,40.764892578125,N,1775,0.91,1.84,0
id1300089,1,2016-04-09 11:55:20,2016-04-09 12:02:27,1,-74.01140594482422,40.728736877441406,-74.0078125,40.72745132446289,N,427,0.21,1.75,11
id2256320,2,2016-06-28 12:51:04,2016-06-28 13:08:20,1,-73.98008728027342,40.7529411315918,-73.97692108154298,40.75933074951172,N,1036,0.47,1.64,12
id0626131,1,2016-02-08 08:03:02,2016-02-08 08:11:43,3,-73.96002960205078,40.77650833129882,-73.96218872070312,40.779083251953125,N,521,0.21,1.46,8
id1955342,2,2016-03-27 21:11:25,2016-03-27 21:23:42,5,-73.87446594238281,40.77391815185546,-73.87049865722656,40.77370071411133,N,737,0.21,1.02,21
id0123995,1,2016-01-29 16:56:27,2016-01-29 17:08:05,2,-73.97493743896483,40.75733184814453,-73.97762298583984,40.75440216064453,N,698,0.25,1.27,16
id0828794,2,2016-06-24 10:29:18,2016-06-24 10:38:34,5,-74.01097106933594,40.71157836914063,-74.01358032226561,40.71492004394531,N,556,0.27,1.74,10
id0773626,2,2016-06-07 11:40:55,2016-06-07 11:49:05,1,-73.98388671875,40.75526428222656,-73.98046112060547,40.75459671020508,N,490,0.19,1.36,11
id1285379,2,2016-06-18 14:07:48,2016-06-18 14:40:33,1,-73.98242950439453,40.7715072631836,-73.98835754394531,40.75924682617188,N,1965,0.9,1.65,14
id2417675,2,2016-05-19 09:17:55,2016-05-19 09:38:14,1,-73.9861831665039,40.762428283691406,-73.97828674316406,40.76288604736328,N,1219,0.41,1.22,9
id3003494,2,2016-06-05 14:41:36,2016-06-05 15:52:44,1,-73.99234008789062,40.74932098388672,-73.97718811035155,40.76433181762695,N,4268,1.31,1.1,14
id0228848,1,2016-02-27 03:51:11,2016-02-27 04:24:05,1,-73.99188232421875,40.72194290161133,-73.99652099609375,40.736427307128906,N,1974,1.03,1.88,3
id3147043,2,2016-04-22 14:24:14,2016-04-22 14:35:11,3,-73.99542236328125,40.74394226074219,-73.99076843261719,40.74008560180664,N,657,0.36,1.98,14
id2930616,2,2016-05-31 03:10:35,2016-05-31 03:37:11,1,-73.94271087646483,40.8164291381836,-73.94294738769531,40.82646942138672,N,1596,0.69,1.57,3
id2104476,2,2016-04-19 19:27:56,2016-04-19 19:41:37,1,-73.98712921142578,40.76034927368164,-73.993896484375,40.76408004760742,N,821,0.44,1.92,19
id1187960,1,2016-01-21 10:36:58,2016-01-21 10:49:07,1,-73.99213409423827,40.750335693359375,-73.99156951904298,40.75477600097656,N,729,0.31,1.52,10
id0639102,1,2016-05-13 09:40:25,2016-05-13 10:08:19,2,-73.98285675048828,40.76481628417969,-73.98585510253906,40.75262069702149,N,1674,0.86,1.84,9
id2496064,2,2016-04-29 19:21:02,2016-04-29 19:45:28,4,-73.97291564941406,40.75473785400391,-73.9816665649414,40.756172180175774,N,1466,0.47,1.15,19
id2571927,1,2016-02-12 18:11:23,2016-02-12 18:15:11,2,-73.99991607666014,40.72858047485352,-74.00039672851561,40.73013687133789,N,228,0.11,1.74,18
id0503956,1,2016-03-30 15:37:21,2016-03-30 15:57:28,1,-74.00159454345702,40.723731994628906,-74.00608825683594,40.731048583984375,N,1207,0.56,1.66,15
id3459193,1,2016-06-05 13:06:52,2016-06-05 13:23:42,1,-73.9651107788086,40.760078430175774,-73.9753646850586,40.75844192504882,N,1010,0.55,1.95,13
id1641394,1,2016-04-23 15:07:40,2016-04-23 15:28:43,1,-73.98249053955078,40.74851989746094,-73.97903442382812,40.74040222167969,N,1263,0.59,1.68,15
id3882496,1,2016-06-19 12:11:25,2016-06-19 12:16:16,1,-74.00852966308595,40.70549392700195,-74.00690460205078,40.706912994384766,N,291,0.13,1.61,12
id3184345,2,2016-04-06 17:27:42,2016-04-06 17:41:35,1,-73.99729919433594,40.68418884277344,-73.99423217773438,40.6811408996582,N,833,0.26,1.14,17
id3465828,2,2016-03-15 10:53:38,2016-03-15 11:16:38,1,-73.9749526977539,40.7554168701172,-73.98479461669923,40.75104522705078,N,1380,0.6,1.56,10
id1678614,2,2016-05-18 09:51:53,2016-05-18 10:39:22,2,-73.96351623535155,40.75717926025391,-73.98529052734375,40.757118225097656,N,2849,1.14,1.44,9
id1823092,1,2016-01-14 18:22:16,2016-01-14 18:45:44,1,-73.97661590576173,40.75197982788086,-73.98780822753906,40.7514762878418,N,1408,0.59,1.5,18
id2364871,1,2016-03-13 01:50:58,2016-03-13 03:00:56,1,-73.9776611328125,40.7867431640625,-73.95108032226561,40.799354553222656,N,4198,1.64,1.41,1
id3782028,1,2016-06-03 16:58:22,2016-06-03 17:07:38,2,-73.99337005615233,40.69208526611328,-73.99639129638672,40.69463348388672,N,556,0.24,1.53,16
id2450786,1,2016-03-23 18:37:16,2016-03-23 18:43:12,3,-73.97540283203125,40.7603645324707,-73.97386932373048,40.76290893554688,N,356,0.19,1.95,18
id2108486,1,2016-04-19 14:22:45,2016-04-19 14:30:41,1,-73.96366882324217,40.757999420166016,-73.96672058105469,40.75591278076172,N,476,0.22,1.63,14
id2210121,2,2016-04-22 11:03:21,2016-04-22 11:27:07,1,-73.9781723022461,40.75246810913086,-73.98790740966798,40.759071350097656,N,1426,0.68,1.73,11
id0992819,1,2016-06-14 17:07:48,2016-06-14 17:36:50,2,-73.95291137695312,40.769134521484375,-73.96215057373048,40.76047897338867,N,1742,0.77,1.59,17
id2963489,1,2016-02-03 18:03:33,2016-02-03 18:12:35,1,-73.98118591308595,40.765483856201165,-73.97658538818358,40.76409530639648,N,542,0.26,1.72,18
id2592203,2,2016-05-05 17:47:04,2016-05-05 17:55:11,1,-73.98468017578125,40.7476806640625,-73.98837280273438,40.748931884765625,N,487,0.21,1.57,17
id3986467,2,2016-02-02 18:21:15,2016-02-02 18:49:02,5,-73.95915985107422,40.765239715576165,-73.94625854492188,40.7729606628418,N,1667,0.86,1.86,18
id1707377,2,2016-03-30 13:44:53,2016-03-30 13:58:02,1,-73.98788452148438,40.75656127929688,-73.9832763671875,40.75621795654297,N,789,0.24,1.11,13
id1387472,2,2016-02-02 21:25:17,2016-02-02 22:18:07,1,-73.96736907958984,40.75653076171875,-73.97470092773438,40.74177932739258,N,3170,1.09,1.24,21
id0368016,2,2016-03-17 08:05:24,2016-03-17 08:26:11,3,-73.96041107177734,40.75904083251953,-73.97067260742188,40.759071350097656,N,1247,0.54,1.55,8
id0428384,1,2016-03-07 10:01:08,2016-03-07 10:13:17,1,-73.97081756591797,40.761627197265625,-73.97320556640625,40.757423400878906,N,729,0.32,1.56,10
id3053689,2,2016-01-08 14:20:14,2016-01-08 14:51:02,2,-74.00156402587889,40.7566032409668,-73.98967742919923,40.748497009277344,N,1848,0.84,1.63,14
id1419761,2,2016-01-06 10:12:48,2016-01-06 10:20:28,1,-73.97904205322266,40.7766227722168,-73.9820785522461,40.77568054199219,N,460,0.17,1.34,10
id0192113,1,2016-02-19 09:35:21,2016-02-19 09:49:12,1,-73.98892974853516,40.73686981201172,-73.9935531616211,40.74201965332031,N,831,0.43,1.86,9
id3888685,2,2016-03-22 08:31:40,2016-03-22 09:17:52,5,-73.97330474853516,40.75564193725586,-73.99331665039062,40.74995040893555,N,2772,1.12,1.45,8
id2628972,2,2016-06-03 18:39:01,2016-06-03 19:00:50,1,-73.9769287109375,40.78500747680664,-73.98004150390625,40.77588272094727,N,1309,0.65,1.79,18
id2279169,2,2016-03-11 11:46:08,2016-03-11 12:14:22,1,-73.97310638427734,40.7530403137207,-73.98910522460938,40.75289535522461,N,1694,0.84,1.78,11
id2396548,1,2016-02-26 13:56:04,2016-02-26 14:05:48,1,-73.97377014160156,40.763137817382805,-73.9703369140625,40.76339721679688,N,584,0.18,1.11,13
id2204634,2,2016-02-13 01:14:43,2016-02-13 01:24:22,1,-73.98930358886719,40.726356506347656,-73.98667907714845,40.722270965576165,N,579,0.31,1.95,1
id1775859,2,2016-03-17 09:57:30,2016-03-17 10:09:13,1,-73.99758148193358,40.756649017333984,-73.9912567138672,40.75519180297852,N,703,0.35,1.77,9
id0614392,1,2016-06-06 17:05:27,2016-06-06 17:21:04,1,-73.99425506591797,40.75091552734375,-73.99456787109375,40.75576019287109,N,937,0.34,1.29,17
id2476435,2,2016-05-11 12:52:10,2016-05-11 13:03:16,1,-73.99417114257811,40.7512092590332,-73.99468994140625,40.75553894042969,N,666,0.3,1.62,12
id3933814,1,2016-04-30 13:37:19,2016-04-30 13:48:45,4,-73.96499633789062,40.772247314453125,-73.96551513671875,40.76687240600586,N,686,0.37,1.95,13
id0251578,2,2016-02-10 13:45:49,2016-02-10 14:07:28,1,-73.94678497314453,40.7804069519043,-73.95098876953125,40.78505706787109,N,1299,0.39,1.08,13
id1913730,2,2016-03-28 20:43:38,2016-03-28 21:00:22,1,-73.97740173339844,40.76324844360352,-73.98636627197266,40.75915145874024,N,1004,0.55,1.96,20
id3929263,1,2016-05-06 10:35:23,2016-05-06 10:57:17,1,-73.9661636352539,40.75743103027344,-73.97560882568358,40.76022720336913,N,1314,0.53,1.45,10
id2486337,2,2016-02-16 19:13:56,2016-02-16 19:43:14,1,-73.98783111572266,40.71638870239258,-73.98554992675781,40.727012634277344,N,1758,0.74,1.52,19
id1296230,2,2016-06-08 14:40:47,2016-06-08 14:51:35,1,-73.97418975830078,40.75669097900391,-73.9710693359375,40.76131820678711,N,648,0.36,1.99,14
id3470078,2,2016-01-11 11:48:00,2016-01-11 12:10:48,4,-73.97917938232422,40.76258850097656,-73.9884262084961,40.758148193359375,N,1368,0.57,1.51,11
id3878463,2,2016-06-27 11:35:11,2016-06-27 11:54:36,1,-73.99346160888672,40.752723693847656,-74.00254821777344,40.756107330322266,N,1165,0.53,1.64,11
id2487933,1,2016-06-28 09:27:00,2016-06-28 09:45:59,1,-74.01587677001953,40.71126556396485,-74.00638580322266,40.709739685058594,N,1139,0.51,1.61,9
id1644346,1,2016-01-20 12:23:48,2016-01-20 12:43:43,1,-73.98886871337889,40.69236755371094,-73.9791259765625,40.69265365600586,N,1195,0.51,1.54,12
id2813850,1,2016-03-17 12:53:43,2016-03-17 13:26:22,1,-73.97737884521484,40.7651824951172,-73.99056243896483,40.75640869140625,N,1959,0.92,1.69,12
id3918952,2,2016-02-25 14:00:25,2016-02-25 14:33:38,1,-73.97213745117188,40.765655517578125,-73.97941589355469,40.753116607666016,N,1993,0.95,1.71,14
id1760477,2,2016-04-04 08:50:19,2016-04-04 08:59:28,6,-73.98556518554686,40.752227783203125,-73.98332977294923,40.75626754760742,N,549,0.3,1.98,8
id0952157,1,2016-03-17 17:27:10,2016-03-17 17:42:43,2,-73.95621490478516,40.77992248535156,-73.958740234375,40.7833137512207,N,933,0.27,1.04,17
id1314843,1,2016-05-03 12:33:15,2016-05-03 12:47:51,1,-73.9925537109375,40.72748565673828,-73.9910888671875,40.733978271484375,N,876,0.46,1.87,12
id1884462,1,2016-06-26 11:20:30,2016-06-26 11:49:53,2,-73.97314453125,40.7561912536621,-73.98951721191406,40.75893020629882,N,1763,0.88,1.79,11
id2267555,2,2016-02-14 21:47:32,2016-02-14 21:55:46,1,-73.9822540283203,40.77318572998047,-73.98016357421875,40.7755012512207,N,494,0.19,1.41,21
id2972975,2,2016-05-18 18:30:30,2016-05-18 18:46:23,3,-74.00570678710938,40.74049377441406,-74.00589752197266,40.73627853393555,N,953,0.29,1.1,18
id3261756,1,2016-05-19 13:32:44,2016-05-19 14:00:07,1,-73.99026489257811,40.74201583862305,-73.98396301269531,40.73022079467773,N,1643,0.88,1.93,13
id0073175,1,2016-02-03 09:13:37,2016-02-03 09:38:15,4,-73.982666015625,40.77459335327149,-73.98188781738281,40.76691818237305,N,1478,0.53,1.3,9
id0282810,2,2016-06-09 12:29:29,2016-06-09 12:37:12,1,-73.97471618652342,40.761768341064446,-73.97148132324217,40.75982666015625,N,463,0.22,1.68,12
id3742365,1,2016-01-19 12:03:28,2016-01-19 12:13:08,1,-73.97203826904298,40.74575424194336,-73.97483825683594,40.74182891845703,N,580,0.31,1.91,12
id0376535,1,2016-02-13 18:59:20,2016-02-13 19:19:41,1,-73.97494506835938,40.75935363769531,-73.98538970947266,40.756980895996094,N,1221,0.57,1.68,18
id1223185,2,2016-05-22 14:31:19,2016-05-22 14:43:53,1,-73.96581268310547,40.77362823486328,-73.96003723144531,40.77212142944336,N,754,0.32,1.53,14
id2883464,1,2016-02-19 12:30:33,2016-02-19 12:40:46,1,-73.99241638183594,40.73775100708008,-73.99199676513672,40.742462158203125,N,613,0.33,1.92,12
id0157046,1,2016-06-04 19:16:20,2016-06-04 19:29:22,2,-73.98065185546875,40.76310348510742,-73.984130859375,40.759761810302734,N,782,0.29,1.35,19
id2446415,2,2016-04-28 11:53:17,2016-04-28 12:25:11,1,-73.98309326171875,40.74467086791992,-73.98583221435547,40.75283050537109,N,1914,0.58,1.09,11
id3725027,2,2016-02-13 19:27:15,2016-02-13 19:41:28,2,-73.98709106445312,40.72058868408203,-73.99542999267578,40.7215690612793,N,853,0.44,1.86,19
id3253748,2,2016-01-11 08:30:32,2016-01-11 08:42:22,3,-73.98548889160156,40.75994110107422,-73.98152923583984,40.76381301879882,N,710,0.34,1.72,8
id2366159,2,2016-01-26 15:59:40,2016-01-26 16:13:26,5,-73.96884155273438,40.76150894165039,-73.96476745605469,40.75735855102539,N,826,0.36,1.56,15
id0611776,2,2016-01-11 12:20:00,2016-01-11 12:34:01,1,-73.97766876220702,40.76620101928711,-73.97107696533203,40.7640380859375,N,841,0.38,1.61,12
id1910176,1,2016-04-27 21:16:12,2016-04-27 21:46:26,1,-73.97328186035155,40.76042556762695,-73.98572540283203,40.76204299926758,N,1814,0.66,1.31,21
id0989095,2,2016-06-13 17:17:30,2016-06-13 17:30:43,1,-73.98464965820312,40.766448974609375,-73.9885025024414,40.76411819458008,N,793,0.26,1.17,17
id3212326,2,2016-05-24 17:20:34,2016-05-24 17:30:20,2,-73.97864532470702,40.75564956665039,-73.9823989868164,40.75635147094727,N,586,0.2,1.24,17
id2306388,2,2016-02-17 09:00:49,2016-02-17 09:32:00,1,-73.97320556640625,40.75246047973633,-73.97127532958984,40.76389694213867,N,1871,0.8,1.53,9
id3005547,2,2016-06-14 13:13:05,2016-06-14 13:54:35,5,-73.98486328125,40.76852035522461,-74.00287628173827,40.76044845581056,N,2490,1.1,1.58,13
id3446901,2,2016-03-28 10:52:37,2016-03-28 11:06:49,2,-73.995361328125,40.73950958251953,-73.99109649658203,40.74454879760742,N,852,0.41,1.75,10
id0123996,1,2016-03-30 18:29:10,2016-03-30 18:43:41,1,-73.98196411132812,40.76136016845703,-73.97892761230467,40.756683349609375,N,871,0.36,1.49,18
id0592793,2,2016-02-27 14:13:50,2016-02-27 14:33:21,6,-74.00330352783203,40.7229881286621,-73.9968490600586,40.72706985473633,N,1171,0.44,1.35,14
id1985983,2,2016-02-04 18:34:23,2016-02-04 18:59:34,2,-73.99137878417967,40.750049591064446,-73.9848403930664,40.75928115844727,N,1511,0.72,1.72,18
id3589056,2,2016-04-28 18:18:18,2016-04-28 18:21:31,5,-73.96280670166014,40.75790023803711,-73.96221160888672,40.7593002319336,N,193,0.1,1.9,18
id1599767,2,2016-03-07 10:17:03,2016-03-07 10:26:46,2,-73.98918151855469,40.748348236083984,-73.98512268066406,40.74515914916992,N,583,0.31,1.89,10
id2516160,1,2016-06-08 13:59:09,2016-06-08 14:31:16,1,-73.98572540283203,40.76293182373047,-73.97223663330078,40.762088775634766,N,1927,0.71,1.32,13
id3391038,1,2016-05-05 11:25:05,2016-05-05 11:46:37,2,-73.9787368774414,40.766822814941406,-73.96746063232422,40.77106094360352,Y,1292,0.66,1.84,11
id0454278,1,2016-03-15 15:05:43,2016-03-15 15:11:00,1,-73.94287109375,40.74971389770508,-73.94314575195312,40.75157165527344,Y,317,0.13,1.47,15
id3108013,2,2016-05-20 10:50:22,2016-05-20 11:04:52,1,-73.97564697265625,40.75115966796875,-73.98150634765625,40.7557487487793,N,870,0.44,1.83,10
id3367725,2,2016-04-06 09:05:56,2016-04-06 09:14:12,5,-73.96885681152342,40.75994873046875,-73.96649932861328,40.758426666259766,N,496,0.16,1.18,9
id2965954,1,2016-04-14 18:33:13,2016-04-14 18:57:30,1,-73.97572326660156,40.763538360595696,-73.99017333984375,40.76182556152344,N,1457,0.77,1.89,18
id2635806,1,2016-01-19 10:48:55,2016-01-19 11:07:29,1,-73.98268127441406,40.762088775634766,-73.97847747802734,40.75761032104492,N,1114,0.38,1.23,10
id3735705,2,2016-02-22 09:39:50,2016-02-22 09:46:50,1,-73.98236846923827,40.73124313354492,-73.77740478515625,40.665626525878906,N,420,11.65,99.9,9
id2683329,1,2016-02-26 21:33:04,2016-02-26 21:46:57,1,-73.98472595214844,40.726577758789055,-73.9846420288086,40.72036743164063,Y,833,0.43,1.85,21
id3572414,2,2016-05-04 10:11:17,2016-05-04 10:31:19,5,-73.97855377197266,40.76398849487305,-73.98731231689453,40.75740814208984,N,1202,0.65,1.93,10
id0225418,1,2016-04-12 11:59:57,2016-04-12 12:16:43,1,-73.99452209472656,40.75046157836913,-73.9918670654297,40.74675369262695,N,1006,0.29,1.04,11
id0378807,2,2016-06-01 14:43:17,2016-06-01 15:00:48,2,-73.99018096923827,40.75638961791992,-73.99268341064453,40.74819564819336,N,1051,0.58,1.99,14
id0607866,2,2016-05-19 18:43:18,2016-05-19 18:57:42,3,-73.95831298828125,40.76459884643555,-73.95932006835938,40.76033782958984,N,864,0.3,1.25,18
id0605292,2,2016-05-13 13:10:30,2016-05-13 13:57:26,5,-73.966552734375,40.76180648803711,-73.98157501220702,40.75641250610352,N,2816,0.87,1.11,13
id0360526,1,2016-04-21 10:09:39,2016-04-21 10:22:34,1,-73.964599609375,40.75732803344727,-73.96979522705078,40.75380706787109,N,775,0.36,1.69,10
id0041480,1,2016-03-17 12:15:29,2016-03-17 12:41:19,1,-73.95350646972656,40.77953338623047,-73.96472930908203,40.77046585083008,N,1550,0.86,1.99,12
id0716418,2,2016-03-13 07:10:52,2016-03-13 07:35:25,1,-73.78910064697266,40.6479377746582,-73.78314971923827,40.6438102722168,N,1473,0.42,1.03,7
id1229583,1,2016-06-16 13:16:10,2016-06-16 13:28:37,1,-73.98198699951173,40.75804901123047,-73.97503662109375,40.75935745239258,N,747,0.37,1.81,13
id2760940,1,2016-04-14 13:09:43,2016-04-14 13:38:31,2,-73.97825622558594,40.74980926513672,-73.9754638671875,40.76278305053711,N,1728,0.91,1.89,13
id2036614,1,2016-01-08 10:20:43,2016-01-08 10:27:17,2,-73.993408203125,40.73914337158203,-73.99031829833984,40.73778533935546,N,394,0.19,1.71,10
id0361022,2,2016-01-09 02:00:24,2016-01-09 02:20:13,1,-73.98242950439453,40.727352142333984,-73.99382019042967,40.72705459594727,N,1189,0.6,1.81,2
